ID,Title,Posted,Budget,Duration,Number of Offers,Tags,Link
688,design drop pages على شكل الايفون,from 16 days,$30.00 ,2 days,32,"programing web, programing, wordpress, PHP, design صفحات الهبوط, create drop pages, CSS, CSS3, create web إلكتروني, design web إلكتروني",https://mostaql.com/project/1071900-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%B5%D9%81%D8%AD%D8%A9-%D9%87%D8%A8%D9%88%D8%B7-%D8%B9%D9%84%D9%89-%D8%B4%D9%83%D9%84-%D8%A7%D9%84%D8%A7%D9%8A%D9%81%D9%88%D9%86
689,برنامج استجابة AI المطور,from 16 days,$625.00 ,90 days,4,"الdesign الإبداعي, التسويق عبر الإنترنت, تحرير المحتوى, التسويق عبر web التواصل الاجتماعي, التسويق الإلكتروني, design بنرات, البحث على الإنترنت, إعادة صياغة المحتوى, الفكرة الdesignية, design عروض تقديمية, design إعلان, الكتابة على الإنترنت, خطة عمل, مساعد افتراضي, design فيديو",https://mostaql.com/project/1069592-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A7%D8%B3%D8%AA%D8%AC%D8%A7%D8%A8%D8%A9-ai-%D8%A7%D9%84%D9%85%D8%B7%D9%88%D8%B1
690,design وprograming  online market,from 15 days,$350.00 ,5 days,17,"java script, CSS, PHP, python, create  online market, design  online market",https://mostaql.com/project/1071764-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
691,web لإدارة وبيع منتجات المكملات الغذائية,from 16 days,$220.00 ,30 days,25,"java script, CSS, PHP, python, أمن وحماية الweb, create web إلكتروني, programing web, programing",https://mostaql.com/project/1071826-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D9%88%D8%A8%D9%8A%D8%B9-%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%83%D9%85%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%BA%D8%B0%D8%A7%D8%A6%D9%8A%D8%A9
692,design وبرمحة  application للرعاية,from 16 days,"$2,500.00 ",20 days,22,"programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  applicationات, design  applicationات الهواتف الذكية, design UI UX, design UI, design UX",https://mostaql.com/project/1071697-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A8%D8%B1%D9%85%D8%AD%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D9%84%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9
693,design لعبة على unity خلال ٢٠ day,from 16 days,$100.00 ,20 days,6,"Unity 3D, programing, devالألعاب, design ألعاب,  application development ",https://mostaql.com/project/1071297-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%84%D8%B9%D8%A8%D8%A9-%D8%B9%D9%84%D9%89-unity-%D8%AE%D9%84%D8%A7%D9%84-%D9%8A%D9%88%D9%85
694,programing  application متجر من الصفر أو عمل ويب فيو لمتجر,from 16 days,$222.50 ,10 days,20,"flutter, wordpress, programing, programing  apps , create  application",https://mostaql.com/project/1071921-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D8%AA%D8%AC%D8%B1-%D9%85%D9%86-%D8%A7%D9%84%D8%B5%D9%81%D8%B1-%D8%A3%D9%88-%D8%B9%D9%85%D9%84-%D9%88%D9%8A%D8%A8-%D9%81%D9%8A%D9%88-%D9%84%D9%85%D8%AA%D8%AC%D8%B1
695,create web إلكتروني لجمع التبرعات,from 16 days,$355.00 ,25 days,10,"programing web, design web إلكتروني, devweb, خدمات web, design web, devwebالكامل, create web إلكتروني",https://mostaql.com/project/1071790-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D8%AC%D9%85%D8%B9-%D8%A7%D9%84%D8%AA%D8%A8%D8%B1%D8%B9%D8%A7%D8%AA
696,عمل design لwebي علي منصة Perfect Panel,from 16 days,$355.00 ,7 days,32,"html5, تحويل design من PSD إلى HTML, HTML, CSS3, CSS, java script",https://mostaql.com/project/1061315-%D8%B9%D9%85%D9%84-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%84%D9%85%D9%88%D9%82%D8%B9%D9%8A-%D8%B9%D9%84%D9%8A-%D9%85%D9%86%D8%B5%D8%A9-perfect-panel
697,بناء قالب ورد برس باللغة العربية,from 16 days,$300.00 ,30 days,10,"wordpress, HTML, CSS, java script, design web",https://mostaql.com/project/1071725-%D8%A8%D9%86%D8%A7%D8%A1-%D9%82%D8%A7%D9%84%D8%A8-%D9%88%D8%B1%D8%AF-%D8%A8%D8%B1%D8%B3-%D8%A8%D8%A7%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
698,programing بوت لحجز تذاكر,from 16 days,$57.50 ,7 days,4,"programing  apps , الذكاء الاصطناعي,programming engineer,  application development , programing, programing web",https://mostaql.com/project/1071951-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A8%D9%88%D8%AA-%D9%84%D8%AD%D8%AC%D8%B2-%D8%AA%D8%B0%D8%A7%D9%83%D8%B1
699,design web احترافي لوكالة دعاية وإعلان,from 16 days,$600.00 ,7 days,35,"programing web, design web إلكتروني, programing,  application development , programing data base,programming engineer",https://mostaql.com/project/1071669-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D9%84%D9%88%D9%83%D8%A7%D9%84%D8%A9-%D8%AF%D8%B9%D8%A7%D9%8A%D8%A9-%D9%88%D8%A5%D8%B9%D9%84%D8%A7%D9%86
700,create web توظيف,from 16 days,$200.00 ,15 days,20,"الdesign الإبداعي, design جرافيك, design web إلكتروني, التسويق عبر web التواصل الاجتماعي,programming engineer,  application development ",https://mostaql.com/project/1034617-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%AA%D9%88%D8%B8%D9%8A%D9%81
701,تحديث بيانات الدفع في بوابة الدفع هايبر باي,from 16 days,$25.00 ,2 days,3,"PHP, programing web, programing",https://mostaql.com/project/1071543-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D8%AF%D9%81%D8%B9-%D9%81%D9%8A-%D8%A8%D9%88%D8%A7%D8%A8%D8%A9-%D8%A7%D9%84%D8%AF%D9%81%D8%B9-%D9%87%D8%A7%D9%8A%D8%A8%D8%B1-%D8%A8%D8%A7%D9%8A
702,create وdesign برنامج محاسبي ومخزون وموارد بشرية,from 16 days,$600.00 ,45 days,10,"programing, Django, python,  application development , programing  apps ,programming engineer",https://mostaql.com/project/1071557-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%88%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D9%8A-%D9%88%D9%85%D8%AE%D8%B2%D9%88%D9%86-%D9%88%D9%85%D9%88%D8%A7%D8%B1%D8%AF-%D8%A8%D8%B4%D8%B1%D9%8A%D8%A9
703, application مبتكر للقرآن الكريم,from 16 days,$150.00 ,2 days,4,"programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design بوسترات, كتابة محتوى تسويقي",https://mostaql.com/project/1071519-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D8%A8%D8%AA%D9%83%D8%B1-%D9%84%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85
704,dev application جوال بخريطة تفاعلية حية (iOS + Android),from 16 days,"$1,725.00 ",100 day,25,"programing iOS, programing android , فايربيس, flutter, Google Maps, design UI UX, Back End",https://mostaql.com/project/1071438-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D9%88%D8%A7%D9%84-%D8%A8%D8%AE%D8%B1%D9%8A%D8%B7%D8%A9-%D8%AA%D9%81%D8%A7%D8%B9%D9%84%D9%8A%D8%A9-%D8%AD%D9%8A%D8%A9-ios-android
705,أتمتة عمليات باستخدام n8n,from 17 days,$200.00 ,5 days,5," application development , إدخال بيانات, خطة تسويقية, programing data base, programing, programing web, أتمتة الtesting",https://mostaql.com/project/1071332-%D8%A3%D8%AA%D9%85%D8%AA%D8%A9-%D8%B9%D9%85%D9%84%D9%8A%D8%A7%D8%AA-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-n8n
706,web متخصص في المغامرات,from 17 days,$300.00 ,30 days,26,"الdesign الإبداعي, اللغة الإنجليزية, design web إلكتروني, programing web, create web إلكتروني",https://mostaql.com/project/1070747-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%BA%D8%A7%D9%85%D8%B1%D8%A7%D8%AA
707,دورة بناء  application من الصفر إلى نشر ال application,from 16 days,$200.00 ,30 days,9,"java script, programing  apps , programing web, design web إلكتروني,  application development , الذكاء الاصطناعي, design UI UX, HTML, تدريس خصوصي, design web, flutter, CSS",https://mostaql.com/project/1071553-%D8%AF%D9%88%D8%B1%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%86-%D8%A7%D9%84%D8%B5%D9%81%D8%B1-%D8%A5%D9%84%D9%89-%D9%86%D8%B4%D8%B1-%D8%A7%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82
708,بناء web wordpress مع محتوى كامل,from 17 days,$200.00 ,12 days,36,"create web wordpress, design web, design web إلكتروني, programing web, create web إلكتروني, devweb,  management web, wordpress, create مدونة wordpress",https://mostaql.com/project/1071327-%D8%A8%D9%86%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-wordpress-%D9%85%D8%B9-%D9%85%D8%AD%D8%AA%D9%88%D9%89-%D9%83%D8%A7%D9%85%D9%84
709,"إعداد متجر wordpress ضبط القالب، تكامل بوابات الدفع، وإعداد الشحن",from 17 days,$150.00 ,2 days,20,"wordpress, create web إلكتروني, create web wordpress, programing, programing web",https://mostaql.com/project/1071442-%D8%A5%D8%B9%D8%AF%D8%A7%D8%AF-%D9%85%D8%AA%D8%AC%D8%B1-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D8%B6%D8%A8%D8%B7-%D8%A7%D9%84%D9%82%D8%A7%D9%84%D8%A8-%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D8%A8%D9%88%D8%A7%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%AF%D9%81%D8%B9-%D9%88%D8%A5%D8%B9%D8%AF%D8%A7%D8%AF-%D8%A7%D9%84%D8%B4%D8%AD%D9%86
710,مطلوب مبرمج React و Ruby لمشروع طويل المدى,from 17 days,$100.00 ,7 days,3,"programing web,programming engineer, Ruby on Rails, React",https://mostaql.com/project/1071302-%D9%85%D8%B7%D9%84%D9%88%D8%A8-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-react-%D9%88-ruby-%D9%84%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%B7%D9%88%D9%8A%D9%84-%D8%A7%D9%84%D9%85%D8%AF%D9%89
711,programing  application ربط شاشات إعلانات,from 17 days,"$5,000.00 ",30 days,17,"programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  applicationات الهواتف الذكية, design UI UX, design UI, design UX, design  applicationات",https://mostaql.com/project/1071328-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B1%D8%A8%D8%B7-%D8%B4%D8%A7%D8%B4%D8%A7%D8%AA-%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA
712,devمنصة شاملة لسلسلة التوريد,from 17 days,$912.50 ,30 days,12,"java script,  management مشاريع, programing,  application development , programing data base",https://mostaql.com/project/1071308-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%86%D8%B5%D8%A9-%D8%B4%D8%A7%D9%85%D9%84%D8%A9-%D9%84%D8%B3%D9%84%D8%B3%D9%84%D8%A9-%D8%A7%D9%84%D8%AA%D9%88%D8%B1%D9%8A%D8%AF
713,أحتاج محترف لcreate متجر في سلة,from 16 days,$100.00 ,2 days,10,"سلة, الdesign الإبداعي, programing, design web إلكتروني, programing web",https://mostaql.com/project/1071550-%D8%A3%D8%AD%D8%AA%D8%A7%D8%AC-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%A7%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D8%AA%D8%AC%D8%B1-%D9%81%D9%8A-%D8%B3%D9%84%D8%A9
714,عمل داشبورد وربط داتا بيز مع قاعدة  odoo   من خلال grafana,from 17 days,$65.00 ,7 days,8,"النظام الإحصائي SPSS, التحليل الإحصائي, تحليل البيانات, SQL, MySQL, مايكروسوفت إكسل, JSON, Power BI",https://mostaql.com/project/1071331-%D8%B9%D9%85%D9%84-%D8%AF%D8%A7%D8%B4%D8%A8%D9%88%D8%B1%D8%AF-%D9%88%D8%B1%D8%A8%D8%B7-%D8%AF%D8%A7%D8%AA%D8%A7-%D8%A8%D9%8A%D8%B2-%D9%85%D8%B9-%D9%82%D8%A7%D8%B9%D8%AF%D8%A9-%D8%A3%D9%88%D8%AF%D9%88-%D9%85%D9%86-%D8%AE%D9%84%D8%A7%D9%84-grafana
715,ربط الفواتير الإلكترونية API مع هيىة الزكاة والدخل,from 16 days,$300.00 ,7 days,7,"programing, programing data base,  application development ,programming engineer",https://mostaql.com/project/1071510-%D8%B1%D8%A8%D8%B7-%D8%A7%D9%84%D9%81%D9%88%D8%A7%D8%AA%D9%8A%D8%B1-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-api-%D9%85%D8%B9-%D9%87%D9%8A%D9%89%D8%A9-%D8%A7%D9%84%D8%B2%D9%83%D8%A7%D8%A9-%D9%88%D8%A7%D9%84%D8%AF%D8%AE%D9%84
716,create  application android ,from 17 days,$500.00 ,14 days,12," application development , design  applicationات, programing  apps , dev apps , create  application, programing android ",https://mostaql.com/project/1071431-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF
717,design مشروع ERP,from 17 days,$250.00 ,30 days,20,"programing web, تخطيط موارد المؤسسات ERP, programing,  application development ,programming engineer",https://mostaql.com/project/1071349-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-erp
718,programing web إلكتروني,from 17 days,$75.00 ,3 days,31,"programing,  application development , programing data base, programing web",https://mostaql.com/project/1071312-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
719,إكمال  application android ,from 16 days,$30.00 ,10 days,15,"Swift, Ionic, kotlin, java, programing iOS, programing  apps , programing android ",https://mostaql.com/project/1070930-%D8%A5%D9%83%D9%85%D8%A7%D9%84-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF
720,أريد مبرمج web ويب - منصة إلكترونية متكاملة,from 16 days,"$1,000.00 ",1 day,22,"اللغة العربية, programing web, programing, design web إلكتروني, programing data base",https://mostaql.com/project/1071549-%D8%A3%D8%B1%D9%8A%D8%AF-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D8%A8-%D9%85%D9%86%D8%B5%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84%D8%A9
721,مبرمج نقل متجر من أوبن كارت لمنصة سلة بكامل التفاصيل,from 16 days,$300.00 ,25 days,5,"design, design web إلكتروني, programing, design هوية تجارية, design UI UX, java script, CSS, PHP, python, create  online market, design  online market",https://mostaql.com/project/1071662-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%86%D9%82%D9%84-%D9%85%D8%AA%D8%AC%D8%B1-%D9%85%D9%86-%D8%A3%D9%88%D8%A8%D9%86-%D9%83%D8%A7%D8%B1%D8%AA-%D9%84%D9%85%D9%86%D8%B5%D8%A9-%D8%B3%D9%84%D8%A9-%D8%A8%D9%83%D8%A7%D9%85%D9%84-%D8%A7%D9%84%D8%AA%D9%81%D8%A7%D8%B5%D9%8A%D9%84
722,المساعدة بحل مشكلة أرشفة المقالات في google,from 17 days,$30.00 ,2 days,4,"programing web, البحث والتطوير, اللغة العربية, devweb, create web إلكتروني, design web, تحسين محركات البحث",https://mostaql.com/project/1071491-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A9-%D8%A8%D8%AD%D9%84-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D8%A3%D8%B1%D8%B4%D9%81%D8%A9-%D8%A7%D9%84%D9%85%D9%82%D8%A7%D9%84%D8%A7%D8%AA-%D9%81%D9%8A-google
723,ربط woo commerce بـ n8n و excel,from 17 days,$80.00 ,10 days,4," application development ,  management web, programing, programing web, python, PHP, java script, HTML, CSS",https://mostaql.com/project/1071285-%D8%B1%D8%A8%D8%B7-woo-commerce-%D8%A8%D9%80-n8n-%D9%88-excel
724,create أداة إرسال إشعارات واتساب,from 17 days,$85.00 ,3 days,10,"programing, Webflow, واجهة programing  apps ,  application development , programing android , programing web, programing  apps ",https://mostaql.com/project/1071407-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A3%D8%AF%D8%A7%D8%A9-%D8%A5%D8%B1%D8%B3%D8%A7%D9%84-%D8%A5%D8%B4%D8%B9%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8
725,تنفيذ برنامج create باركود للمدعوين لقاعات الأعراس,from 16 days,$600.00 ,30 days,16,"programing, programing android , programing data base, programing iOS,  application development , programing  applicationات أيفون, programing  apps ",https://mostaql.com/project/1071612-%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A8%D8%A7%D8%B1%D9%83%D9%88%D8%AF-%D9%84%D9%84%D9%85%D8%AF%D8%B9%D9%88%D9%8A%D9%86-%D9%84%D9%82%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D8%B9%D8%B1%D8%A7%D8%B3
726,create web إلكتروني,from 17 days,$150.00 ,20 days,26,"create web إلكتروني, design web إلكتروني, create web wordpress, java, java script, HTML, programing web, programing",https://mostaql.com/project/1071132-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
727,مشروع التكييف و rtc,from 17 days,$30.00 ,4 days,3,"آردوينو, programing,  application development , programing data base",https://mostaql.com/project/1071093-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%A7%D9%84%D8%AA%D9%83%D9%8A%D9%8A%D9%81-%D9%88-rtc
728,بوت حجز تذاكر وي بوك,from 17 days,$75.00 ,3 days,4,"programing, programing web, create web إلكتروني, أمن وحماية الweb, python, PHP, CSS, java script",https://mostaql.com/project/1071283-%D8%A8%D9%88%D8%AA-%D8%AD%D8%AC%D8%B2-%D8%AA%D8%B0%D8%A7%D9%83%D8%B1-%D9%88%D9%8A-%D8%A8%D9%88%D9%83
729,تشغيل أكواد Python مرتبطة بقاعدة بيانات كبيرة على سيرفر واستخراج نتائج في تقرير PDF,from 18 days,$43.50 ,4 days,8,"programing, python, programing android ,  application development ,programming engineer, flutter, programing data base",https://mostaql.com/project/1070955-%D8%AA%D8%B4%D8%BA%D9%8A%D9%84-%D8%A3%D9%83%D9%88%D8%A7%D8%AF-python-%D9%85%D8%B1%D8%AA%D8%A8%D8%B7%D8%A9-%D8%A8%D9%82%D8%A7%D8%B9%D8%AF%D8%A9-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%83%D8%A8%D9%8A%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B3%D9%8A%D8%B1%D9%81%D8%B1-%D9%88%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-%D9%86%D8%AA%D8%A7%D8%A6%D8%AC-%D9%81%D9%8A-%D8%AA%D9%82%D8%B1%D9%8A%D8%B1-pdf
730, application فحص للعربات,from 17 days,$450.00 ,30 days,18,"programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  applicationات, design  applicationات الهواتف الذكية, design UI UX, design UI, design UX",https://mostaql.com/project/1027608-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%81%D8%AD%D8%B5-%D9%84%D9%84%D8%B9%D8%B1%D8%A8%D8%A7%D8%AA
731,نظام للقرآن الكريم بالذكاء الإصطناعي,from 17 days,$250.00 ,7 days,7,الذكاء الاصطناعي,https://mostaql.com/project/1071080-%D9%86%D8%B8%D8%A7%D9%85-%D9%84%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85-%D8%A8%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A5%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A
732,مستقل متمكن من programing لدمج WhatsApp API في CRM الخاص بي,from 17 days,$200.00 ,5 days,7,"programing data base,  application development , programing, PHP",https://mostaql.com/project/1071087-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%85%D8%AA%D9%85%D9%83%D9%86-%D9%85%D9%86-%D8%A7%D9%84%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%84%D8%AF%D9%85%D8%AC-whatsapp-api-%D9%81%D9%8A-crm-%D8%A7%D9%84%D8%AE%D8%A7%D8%B5-%D8%A8%D9%8A
733,design وprograming متجر خرائط نجمية,from 18 days,$215.00 ,5 days,4,"HTML, design web, java script, CSS, PHP, python, create  online market, design  online market",https://mostaql.com/project/1070966-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D8%AA%D8%AC%D8%B1-%D8%AE%D8%B1%D8%A7%D8%A6%D8%B7-%D9%86%D8%AC%D9%85%D9%8A%D8%A9
734,تحويل سكربت Python إلى  application Android احترافي,from 18 days,$40.00 ,5 days,4,"programing android , python,  application development , programing,programming engineer",https://mostaql.com/project/1070962-%D8%AA%D8%AD%D9%88%D9%8A%D9%84-%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-python-%D8%A5%D9%84%D9%89-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-android-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A
735,design web WordPress لحجز الشقق الخاصة بي,from 17 days,$850.00 ,30 days,13,"programing,  application development , programing data base, programing web, wordpress",https://mostaql.com/project/1071102-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-wordpress-%D9%84%D8%AD%D8%AC%D8%B2-%D8%A7%D9%84%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D8%AE%D8%A7%D8%B5%D8%A9-%D8%A8%D9%8A
736,مبرمج محترف في ملفات firmware dump,from 17 days,$60.00 ,1 day,1,"programing data base,  application development , programing,programming engineer",https://mostaql.com/project/1071210-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%81%D9%8A-%D9%85%D9%84%D9%81%D8%A7%D8%AA-firmware-dump
737,تجميع بيانات جميع محطات الوقود في السعودية,from 18 days,$60.00 ,3 days,17,"تحليل البيانات, تحليل المنافسين, التحليل الإحصائي,  application development , programing data base, programing, programing web,programming engineer, programing android , programing  apps ",https://mostaql.com/project/1071014-%D8%AA%D8%AC%D9%85%D9%8A%D8%B9-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%AC%D9%85%D9%8A%D8%B9-%D9%85%D8%AD%D8%B7%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D9%82%D9%88%D8%AF-%D9%81%D9%8A-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9
738,design منظومة أردوينو للكشف على الصخور في القمح والمحاصيل الزراعية,from 18 days,$55.00 ,5 days,4,"programing,  application development , programing data base, programing web,programming engineer, programing  apps ",https://mostaql.com/project/1070993-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%86%D8%B8%D9%88%D9%85%D8%A9-%D8%A3%D8%B1%D8%AF%D9%88%D9%8A%D9%86%D9%88-%D9%84%D9%84%D9%83%D8%B4%D9%81-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B5%D8%AE%D9%88%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D9%82%D9%85%D8%AD-%D9%88%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D8%B5%D9%8A%D9%84-%D8%A7%D9%84%D8%B2%D8%B1%D8%A7%D8%B9%D9%8A%D8%A9
