,Title,Posted,Budget,Duration(Days),number of offers,Link,Category_English,Category_Arabic
760,تطوير برنامج إدارة العملاء والشركاء,2025-05-16,75.0,30.0,11,https://mostaql.com/project/1081330-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%A1-%D9%88%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A7%D8%A1,Mobile Development,تطوير الهاتف المحمول
761,مبرمج تطبيق إلكتروني تعليمي للأطفال,2025-05-16,750.0,100.0,7,https://mostaql.com/project/1081968-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A-%D9%84%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84,Mobile Development,تطوير الهاتف المحمول
762,قاعدة بيانات إكسيل وفيجول بيسك,2025-05-16,175.0,7.0,2,https://mostaql.com/project/1081929-%D9%82%D8%A7%D8%B9%D8%AF%D8%A9-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%A5%D9%83%D8%B3%D9%8A%D9%84-%D9%88%D9%81%D9%8A%D8%AC%D9%88%D9%84-%D8%A8%D9%8A%D8%B3%D9%83,Mobile Development,تطوير الهاتف المحمول
763,خبير لبناء نظام تسويق ومبيعات مؤتمت باستخدام أدوات AI وAPIs,2025-05-16,75.0,1.0,3,https://mostaql.com/project/1082026-%D8%AE%D8%A8%D9%8A%D8%B1-%D9%84%D8%A8%D9%86%D8%A7%D8%A1-%D9%86%D8%B8%D8%A7%D9%85-%D8%AA%D8%B3%D9%88%D9%8A%D9%82-%D9%88%D9%85%D8%A8%D9%8A%D8%B9%D8%A7%D8%AA-%D9%85%D8%A4%D8%AA%D9%85%D8%AA-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A3%D8%AF%D9%88%D8%A7%D8%AA-ai-%D9%88apis,Data Analysis,تحليل البيانات
764,تصميم متجر علي شوبيفاي لبراند ملابس,2025-05-16,75.0,3.0,2,https://mostaql.com/project/1082010-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%AA%D8%AC%D8%B1-%D8%B9%D9%84%D9%8A-%D8%B4%D9%88%D8%A8%D9%8A%D9%81%D8%A7%D9%8A-%D9%84%D8%A8%D8%B1%D8%A7%D9%86%D8%AF-%D9%85%D9%84%D8%A7%D8%A8%D8%B3,Mobile Development,تطوير الهاتف المحمول
765,UI/UX محترف لتصميم تطبيق HomYFood على فيجما,2025-05-16,75.0,5.0,1,https://mostaql.com/project/1081845-uiux-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-homyfood-%D8%B9%D9%84%D9%89-%D9%81%D9%8A%D8%AC%D9%85%D8%A7,UI/UX and Graphic Design,واجهة المستخدم/UX وتصميم الجرافيك
766,بوت لحجز مواعيد موقع مكتب المافيفا,2025-05-16,1750.0,5.0,50,https://mostaql.com/project/1081792-%D8%A8%D9%88%D8%AA-%D9%84%D8%AD%D8%AC%D8%B2-%D9%85%D9%88%D8%A7%D8%B9%D9%8A%D8%AF-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D9%83%D8%AA%D8%A8-%D8%A7%D9%84%D9%85%D8%A7%D9%81%D9%8A%D9%81%D8%A7,Web Development,تطوير الويب
767,برنامج للفنادق,2025-05-16,3750.0,10.0,13,https://mostaql.com/project/1081782-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%84%D9%84%D9%81%D9%86%D8%A7%D8%AF%D9%82,Networking,الشبكات
768,مختص تعديلات برمجية على ثيمات منصة سلة باستخدام CSS و JavaScript,2025-05-16,1750.0,30.0,13,https://mostaql.com/project/1082059-%D9%85%D8%AE%D8%AA%D8%B5-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%AB%D9%8A%D9%85%D8%A7%D8%AA-%D9%85%D9%86%D8%B5%D8%A9-%D8%B3%D9%84%D8%A9-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-css-%D9%88-javascript,Web Development,تطوير الويب
769,"محترف في إعداد لوحة المستخدم في HubSpot CRM او zoho CRM,او Bitrix24",2025-05-16,37.5,4.0,7,https://mostaql.com/project/1081963-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%81%D9%8A-%D8%A5%D8%B9%D8%AF%D8%A7%D8%AF-%D9%84%D9%88%D8%AD%D8%A9-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85-%D9%81%D9%8A-hubspot-crm-%D8%A7%D9%88-zoho-crm%D8%A7%D9%88-bitrix24,E-commerce Development,تنمية التجارة الإلكترونية
770,مستقل لتعريب وتركيب منصة,2025-05-16,1750.0,30.0,3,https://mostaql.com/project/1082023-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%84%D8%AA%D8%B9%D8%B1%D9%8A%D8%A8-%D9%88%D8%AA%D8%B1%D9%83%D9%8A%D8%A8-%D9%85%D9%86%D8%B5%D8%A9,Web Development,تطوير الويب
771,مطلوب تطوير تطبيق ويب بسيط متكامل لربط بوت تيليجرام بموقع ويب LYRA COIN,2025-05-16,1750.0,30.0,29,https://mostaql.com/project/1081829-%D9%85%D8%B7%D9%84%D9%88%D8%A8-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%88%D9%8A%D8%A8-%D8%A8%D8%B3%D9%8A%D8%B7-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%84%D8%B1%D8%A8%D8%B7-%D8%A8%D9%88%D8%AA-%D8%AA%D9%8A%D9%84%D9%8A%D8%AC%D8%B1%D8%A7%D9%85-%D8%A8%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D8%A8-lyra-coin,Web Development,تطوير الويب
772,مبرمج PHP محترف خريج محاسبة مع إتقان المحاسبة,2025-05-16,375.0,10.0,5,https://mostaql.com/project/1081936-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-php-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D8%AE%D8%B1%D9%8A%D8%AC-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9-%D9%85%D8%B9-%D8%A5%D8%AA%D9%82%D8%A7%D9%86-%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9,Web Development,تطوير الويب
773,بناء برنامج لسحب بيانات من سيستم آخر مع واجهة دخول للمستخدمين,2025-05-16,375.0,5.0,12,https://mostaql.com/project/1082004-%D8%A8%D9%86%D8%A7%D8%A1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%84%D8%B3%D8%AD%D8%A8-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D9%86-%D8%B3%D9%8A%D8%B3%D8%AA%D9%85-%D8%A2%D8%AE%D8%B1-%D9%85%D8%B9-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D8%AF%D8%AE%D9%88%D9%84-%D9%84%D9%84%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85%D9%8A%D9%86,Web Development,تطوير الويب
774,تطبيق شات دردشة صوتية,2025-05-16,1750.0,30.0,2,https://mostaql.com/project/1081778-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B4%D8%A7%D8%AA-%D8%AF%D8%B1%D8%AF%D8%B4%D8%A9-%D8%B5%D9%88%D8%AA%D9%8A%D8%A9,Networking,الشبكات
775,التعديل على بوت إنستجرام يقوم بوظائف معينه,2025-05-16,37.5,3.0,5,https://mostaql.com/project/1081689-%D8%A7%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D8%A8%D9%88%D8%AA-%D8%A5%D9%86%D8%B3%D8%AA%D8%AC%D8%B1%D8%A7%D9%85-%D9%8A%D9%82%D9%88%D9%85-%D8%A8%D9%88%D8%B8%D8%A7%D8%A6%D9%81-%D9%85%D8%B9%D9%8A%D9%86%D9%87,Artificial Intelligence,الذكاء الاصطناعي
776,مبرمج يساعدنا في استلام مشروع,2025-05-16,37.5,5.0,57,https://mostaql.com/project/1069540-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%8A%D8%B3%D8%A7%D8%B9%D8%AF%D9%86%D8%A7-%D9%81%D9%8A-%D8%A7%D8%B3%D8%AA%D9%84%D8%A7%D9%85-%D9%85%D8%B4%D8%B1%D9%88%D8%B9,Web Development,تطوير الويب
777,مبرمج خبرة بمنصة زد ومحترف لربط بيكسل سناب شات وبيكسل تيك توك وإنستجرام وجوجل,2025-05-16,37.5,3.0,36,https://mostaql.com/project/1081647-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D8%AE%D8%A8%D8%B1%D8%A9-%D8%A8%D9%85%D9%86%D8%B5%D8%A9-%D8%B2%D8%AF-%D9%88%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%B1%D8%A8%D8%B7-%D8%A8%D9%8A%D9%83%D8%B3%D9%84-%D8%B3%D9%86%D8%A7%D8%A8-%D8%B4%D8%A7%D8%AA-%D9%88%D8%A8%D9%8A%D9%83%D8%B3%D9%84-%D8%AA%D9%8A%D9%83-%D8%AA%D9%88%D9%83-%D9%88%D8%A5%D9%86%D8%B3%D8%AA%D8%AC%D8%B1%D8%A7%D9%85-%D9%88%D8%AC%D9%88%D8%AC%D9%84,Data Analysis,تحليل البيانات
778,مبرمج WordPress محترف للعمل على تطوير متجر إلكتروني,2025-05-16,175.0,15.0,12,https://mostaql.com/project/1081564-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-wordpress-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A,Web Development,تطوير الويب
779,تعديل لعبة جاكارو,2025-05-16,175.0,15.0,15,https://mostaql.com/project/988610-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%84%D8%B9%D8%A8%D8%A9-%D8%AC%D8%A7%D9%83%D8%A7%D8%B1%D9%88,Game Development,تطوير اللعبة
780,إنشاء نظام متجر حاسوب وتطبيق أندرويد (متجر بهارات ومكسرات),2025-05-16,175.0,15.0,1,https://mostaql.com/project/1081583-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%86%D8%B8%D8%A7%D9%85-%D9%85%D8%AA%D8%AC%D8%B1-%D8%AD%D8%A7%D8%B3%D9%88%D8%A8-%D9%88%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A8%D9%87%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D9%85%D9%83%D8%B3%D8%B1%D8%A7%D8%AA,Data Engineering,هندسة البيانات
781,تصميم موقع لعيادة,2025-05-16,375.0,30.0,14,https://mostaql.com/project/1081733-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9,Web Development,تطوير الويب
782,تطبيق لسوق الكتروني,2025-05-16,375.0,3.0,2,https://mostaql.com/project/1081772-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D8%B3%D9%88%D9%82-%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A,Web Development,تطوير الويب
783,تصميم نظام حسابات خاص في شركتي و هي (شركة مقاولات عامة),2025-05-16,750.0,3.0,3,https://mostaql.com/project/1081504-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%86%D8%B8%D8%A7%D9%85-%D8%AD%D8%B3%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AE%D8%A7%D8%B5-%D9%81%D9%8A-%D8%B4%D8%B1%D9%83%D8%AA%D9%8A-%D9%88-%D9%87%D9%8A-%D8%B4%D8%B1%D9%83%D8%A9-%D9%85%D9%82%D8%A7%D9%88%D9%84%D8%A7%D8%AA-%D8%B9%D8%A7%D9%85%D8%A9,Software Engineering,هندسة البرمجيات
784,برمجة متجر إلكتروني,2025-05-16,175.0,3.0,17,https://mostaql.com/project/1081695-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A,Web Development,تطوير الويب
785,تطوير أداة برمجة ألعاب 2d مع ربط الفريمات و المشاهد و الصوتيات مع الأزرار للوحة المفاتيح,2025-05-16,37.5,7.0,11,https://mostaql.com/project/1081469-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A3%D8%AF%D8%A7%D8%A9-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-2d-%D9%85%D8%B9-%D8%B1%D8%A8%D8%B7-%D8%A7%D9%84%D9%81%D8%B1%D9%8A%D9%85%D8%A7%D8%AA-%D9%88-%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D9%87%D8%AF-%D9%88-%D8%A7%D9%84%D8%B5%D9%88%D8%AA%D9%8A%D8%A7%D8%AA-%D9%85%D8%B9-%D8%A7%D9%84%D8%A3%D8%B2%D8%B1%D8%A7%D8%B1-%D9%84%D9%84%D9%88%D8%AD%D8%A9-%D8%A7%D9%84%D9%85%D9%81%D8%A7%D8%AA%D9%8A%D8%AD,Networking,الشبكات
786,تصميم موقعين بسيطين باستخدام ووردبرس باللغة الإنجليزية,2025-05-16,75.0,7.0,3,https://mostaql.com/project/1059801-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9%D9%8A%D9%86-%D8%A8%D8%B3%D9%8A%D8%B7%D9%8A%D9%86-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D8%B3-%D8%A8%D8%A7%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9,Web Development,تطوير الويب
787,مختص محترف لتحويل موقع إلى تطبيق عبر AppMySite,2025-05-16,375.0,20.0,24,https://mostaql.com/project/1081627-%D9%85%D8%AE%D8%AA%D8%B5-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%AA%D8%AD%D9%88%D9%8A%D9%84-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%89-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B9%D8%A8%D8%B1-appmysite,Mobile Development,تطوير الهاتف المحمول
788,مصمم متجر إلكتروني بسلة,2025-05-16,175.0,5.0,7,https://mostaql.com/project/1081483-%D9%85%D8%B5%D9%85%D9%85-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A8%D8%B3%D9%84%D8%A9,UI/UX and Graphic Design,واجهة المستخدم/UX وتصميم الجرافيك
789,مبرمج لارافيل للمساعدة في إتمام مشروع,2025-05-16,175.0,15.0,6,https://mostaql.com/project/1081621-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%A7%D8%B1%D8%A7%D9%81%D9%8A%D9%84-%D9%84%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A9-%D9%81%D9%8A-%D8%A5%D8%AA%D9%85%D8%A7%D9%85-%D9%85%D8%B4%D8%B1%D9%88%D8%B9,Web Development,تطوير الويب
790,إنشاء تطبيق طبي,2025-05-16,750.0,30.0,1,https://mostaql.com/project/1081655-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B7%D8%A8%D9%8A,Mobile Development,تطوير الهاتف المحمول
791,عمل متجر إلكتروني,2025-05-16,175.0,15.0,4,https://mostaql.com/project/1081481-%D8%B9%D9%85%D9%84-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A,Robotics,الروبوتات
792,تصميم برنامج محاسبي لصيد الأسماك,2025-05-16,175.0,5.0,13,https://mostaql.com/project/1081646-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D9%8A-%D9%84%D8%B5%D9%8A%D8%AF-%D8%A7%D9%84%D8%A3%D8%B3%D9%85%D8%A7%D9%83,Web Development,تطوير الويب
793,تكويد داشبورد وعدد من صفحات ويب لموقع لوجستي,2025-05-16,37.5,8.0,22,https://mostaql.com/project/1081726-%D8%AA%D9%83%D9%88%D9%8A%D8%AF-%D8%AF%D8%A7%D8%B4%D8%A8%D9%88%D8%B1%D8%AF-%D9%88%D8%B9%D8%AF%D8%AF-%D9%85%D9%86-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D9%88%D9%8A%D8%A8-%D9%84%D9%85%D9%88%D9%82%D8%B9%D9%84%D9%88%D8%AC%D8%B3%D8%AA%D9%8A,Web Development,تطوير الويب
794,برمجة متجر إلكتروني,2025-05-16,175.0,3.0,4,https://mostaql.com/project/1081680-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A,Web Development,تطوير الويب
795,مطلوب مصمم UI/UX,2025-05-16,75.0,12.0,18,https://mostaql.com/project/1081496-%D9%85%D8%B7%D9%84%D9%88%D8%A8-%D9%85%D8%B5%D9%85%D9%85-uiux,UI/UX and Graphic Design,واجهة المستخدم/UX وتصميم الجرافيك
796,مبرمج لتطوير نظام إدارة مستودع منتج نهائي لمصنع إعادة تكرير ورق كرتون (تطبيق مكتبي),2025-05-16,175.0,10.0,26,https://mostaql.com/project/1081516-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%86%D8%B8%D8%A7%D9%85-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D9%85%D8%B3%D8%AA%D9%88%D8%AF%D8%B9-%D9%85%D9%86%D8%AA%D8%AC-%D9%86%D9%87%D8%A7%D8%A6%D9%8A-%D9%84%D9%85%D8%B5%D9%86%D8%B9-%D8%A5%D8%B9%D8%A7%D8%AF%D8%A9-%D8%AA%D9%83%D8%B1%D9%8A%D8%B1-%D9%88%D8%B1%D9%82-%D9%83%D8%B1%D8%AA%D9%88%D9%86-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%83%D8%AA%D8%A8%D9%8A,Web Development,تطوير الويب
797,مطور متمكن لتنفيذ مشروع تقني (تطبيق جوال ومنصة تحكم),2025-05-16,375.0,45.0,1,https://mostaql.com/project/1081463-%D9%85%D8%B7%D9%88%D8%B1-%D9%85%D8%AA%D9%85%D9%83%D9%86-%D9%84%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%AA%D9%82%D9%86%D9%8A-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D9%88%D8%A7%D9%84-%D9%88%D9%85%D9%86%D8%B5%D8%A9-%D8%AA%D8%AD%D9%83%D9%85,Mobile Development,تطوير الهاتف المحمول
798,مبرمج محترف لتطوير برنامج POS مبني بلغة C# (ويندوز) وربطه بتطبيق موبايل,2025-05-16,375.0,10.0,3,https://mostaql.com/project/1081626-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-pos-%D9%85%D8%A8%D9%86%D9%8A-%D8%A8%D9%84%D8%BA%D8%A9-c-%D9%88%D9%8A%D9%86%D8%AF%D9%88%D8%B2-%D9%88%D8%B1%D8%A8%D8%B7%D9%87-%D8%A8%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84,Web Development,تطوير الويب
799,متجر إلكتروني لمنتجات الاستزراع السمكي وموقع استشارات,2025-05-16,1750.0,30.0,13,https://mostaql.com/project/1081728-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%B2%D8%B1%D8%A7%D8%B9-%D8%A7%D9%84%D8%B3%D9%85%D9%83%D9%8A-%D9%88%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA,Web Development,تطوير الويب
800,تطبيق أندرويد يساعد على حماية الثروة الحيوانية في العالم العربي,2025-05-16,7500.0,30.0,2,https://mostaql.com/project/1081431-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D9%8A%D8%B3%D8%A7%D8%B9%D8%AF-%D8%B9%D9%84%D9%89-%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%AB%D8%B1%D9%88%D8%A9-%D8%A7%D9%84%D8%AD%D9%8A%D9%88%D8%A7%D9%86%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A,Networking,الشبكات
801,تطوير لعبة موبايل تفاعلية ثنائية اللاعبين,2025-05-16,37.5,7.0,1,https://mostaql.com/project/1081444-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%84%D8%B9%D8%A8%D8%A9-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%AA%D9%81%D8%A7%D8%B9%D9%84%D9%8A%D8%A9-%D8%AB%D9%86%D8%A7%D8%A6%D9%8A%D8%A9-%D8%A7%D9%84%D9%84%D8%A7%D8%B9%D8%A8%D9%8A%D9%86,Mobile Development,تطوير الهاتف المحمول
802,متجر جديد واريد ربط منصات التقسيط,2025-05-16,37.5,3.0,16,https://mostaql.com/project/1081177-%D9%85%D8%AA%D8%AC%D8%B1-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%88%D8%A7%D8%B1%D9%8A%D8%AF-%D8%B1%D8%A8%D8%B7-%D9%85%D9%86%D8%B5%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%82%D8%B3%D9%8A%D8%B7,Web Development,تطوير الويب
803,نقل فيديوهات منصة تعليمية من CDN إلى يوتيوب,2025-05-16,37.5,3.0,20,https://mostaql.com/project/1081303-%D9%86%D9%82%D9%84-%D9%81%D9%8A%D8%AF%D9%8A%D9%88%D9%87%D8%A7%D8%AA-%D9%85%D9%86%D8%B5%D8%A9-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A%D8%A9-%D9%85%D9%86-cdn-%D8%A5%D9%84%D9%89-%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8,Web Development,تطوير الويب
804,مستقل محترف إعدادت Hubspot CRM,2025-05-16,37.5,3.0,1,https://mostaql.com/project/1081171-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D8%A5%D8%B9%D8%AF%D8%A7%D8%AF%D8%AA-hubspot-crm,Networking,الشبكات
805,تصميم صفحة هبوط احترافية لموقع إلكتروني,2025-05-16,37.5,7.0,52,https://mostaql.com/project/1081412-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%B5%D9%81%D8%AD%D8%A9-%D9%87%D8%A8%D9%88%D8%B7-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A,UI/UX and Graphic Design,واجهة المستخدم/UX وتصميم الجرافيك
806,مستقل متخصص في الإعلانات الممولة ومحركات البحث,2025-05-16,75.0,30.0,61,https://mostaql.com/project/1081162-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D9%81%D9%8A-%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%85%D9%88%D9%84%D8%A9-%D9%88%D9%85%D8%AD%D8%B1%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%AD%D8%AB,Web Development,تطوير الويب
807,مطور لإنشاء منصة إعلانات إلكترونية مع تطبيق موبايل متكامل (قابل للتطوير المستمر),2025-05-16,3750.0,40.0,5,https://mostaql.com/project/1081192-%D9%85%D8%B7%D9%88%D8%B1-%D9%84%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%82%D8%A7%D8%A8%D9%84-%D9%84%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1,Web Development,تطوير الويب
808,إنشاء قاعدة بيانات,2025-05-16,37.5,3.0,12,https://mostaql.com/project/1081351-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%82%D8%A7%D8%B9%D8%AF%D8%A9-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA,Data Engineering,هندسة البيانات
