ID,Title,Link,client name,Type,Budget,Category,Date Posted
3847,QuizMania,https://www.freelanceyard.com/en/jobs/quizmania-3,Hariga Advertising ,Startup,15.0,IT & Tech,2024-12-16
3848,Travel Itinerary Interface,https://www.freelanceyard.com/en/jobs/travel-itinerary-interface-3,Tuio ,Startup,15.0,IT & Tech,2024-12-16
3849,Exercise Timer Interface,https://www.freelanceyard.com/en/jobs/exercise-timer-interface-1,Tuio ,Startup,15.0,IT & Tech,2024-12-16
3850,Social Media Scheduler Interface,https://www.freelanceyard.com/en/jobs/social-media-scheduler-interface-2,Studio Metz ,Startup,15.0,IT & Tech,2024-12-16
3851,Daily Journal Interface,https://www.freelanceyard.com/en/jobs/daily-journal-interface-2,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3852,Home Automation Control Interface,https://www.freelanceyard.com/en/jobs/home-automation-control-interface-5,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3853,Expense Tracker Interface,https://www.freelanceyard.com/en/jobs/expense-tracker-interface-5,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3854,LocaConnect Website,https://www.freelanceyard.com/en/jobs/locaconnect-website-5,COMMERGENT ,Startup,15.0,IT & Tech,2024-12-16
3855,Weekly Planner Interface,https://www.freelanceyard.com/en/jobs/weekly-planner-interface-5,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-16
3856,Weekly Planner Interface,https://www.freelanceyard.com/en/jobs/weekly-planner-interface-6,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-16
3857,Weekly Planner Interface,https://www.freelanceyard.com/en/jobs/weekly-planner-interface-7,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-16
3858,Home Automation Control Interface,https://www.freelanceyard.com/en/jobs/home-automation-control-interface-4,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3859,Goal Setting Interface,https://www.freelanceyard.com/en/jobs/goal-setting-interface-2,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3860,Local Events Finder Interface,https://www.freelanceyard.com/en/jobs/local-events-finder-interface-6,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3861,Expense Tracker Interface,https://www.freelanceyard.com/en/jobs/user-registration-form-8,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3862,Weather Dashboard Interface,https://www.freelanceyard.com/en/jobs/weather-dashboard-interface-3,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3863,Weather Dashboard Interface,https://www.freelanceyard.com/en/jobs/weather-dashboard-interface-4,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3864,Weather Dashboard Interface,https://www.freelanceyard.com/en/jobs/weather-dashboard-interface-5,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3865,LocaConnect Website,https://www.freelanceyard.com/en/jobs/locaconnect-website-6,COMMERGENT ,Startup,15.0,IT & Tech,2024-12-16
3866,Interactive Map Interface,https://www.freelanceyard.com/en/jobs/interactive-map-interface-5,COMMERGENT ,Startup,15.0,IT & Tech,2024-12-16
3867,HelpMe FAQ Section,https://www.freelanceyard.com/en/jobs/helpme-faq-section-5,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3868,HelpMe FAQ Section,https://www.freelanceyard.com/en/jobs/helpme-faq-section-6,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3869,User Registration Form,https://www.freelanceyard.com/en/jobs/user-registration-form-6,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3870,User Registration Form,https://www.freelanceyard.com/en/jobs/user-registration-form-7,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3871,User Registration Form,https://www.freelanceyard.com/en/jobs/user-registration-form-8,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-16
3872,ShopIt Website,https://www.freelanceyard.com/en/jobs/shopit-website-3,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-16
3873,Local Events Finder Interface,https://www.freelanceyard.com/en/jobs/local-events-finder-interface-5,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3874,Expense Tracker Interface,https://www.freelanceyard.com/en/jobs/expense-tracker-interface-2,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3875,SecureLogin,https://www.freelanceyard.com/en/jobs/securelogin-4,Minio Studio ,Startup,15.0,IT & Tech,2024-12-16
3876,Meal Planner Interface,https://www.freelanceyard.com/en/jobs/meal-planner-interface-2,Minio Studio ,Startup,15.0,IT & Tech,2024-12-16
3877,Recipe Manager Interface,https://www.freelanceyard.com/en/jobs/recipe-manager-interface-3,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-16
3878,Virtual Business Card Interface,https://www.freelanceyard.com/en/jobs/virtual-business-card-interface-3,Intent 3D ,Startup,15.0,IT & Tech,2024-12-16
3879,Virtual Business Card Interface,https://www.freelanceyard.com/en/jobs/virtual-business-card-interface-4,Intent 3D ,Startup,15.0,IT & Tech,2024-12-16
3880,Virtual Business Card Interface,https://www.freelanceyard.com/en/jobs/virtual-business-card-interface-5,Intent 3D ,Startup,15.0,IT & Tech,2024-12-16
3881,Weekly Planner Interface,https://www.freelanceyard.com/en/jobs/weekly-planner-interface-3,COMMERGENT ,Startup,15.0,IT & Tech,2024-12-16
3882,HelpMe FAQ Section,https://www.freelanceyard.com/en/jobs/helpme-faq-section-4,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3883,User Registration Form,https://www.freelanceyard.com/en/jobs/user-registration-form-3,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3884,User Registration Form,https://www.freelanceyard.com/en/jobs/user-registration-form-4,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3885,Home Automation Control Interface,https://www.freelanceyard.com/en/jobs/home-automation-control-interface-2,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3886,Expense Tracker Interface,https://www.freelanceyard.com/en/jobs/expense-tracker-interface-3,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3887,Home Automation Control Interface,https://www.freelanceyard.com/en/jobs/home-automation-control-interface-3,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3888,Interactive Map Interface,https://www.freelanceyard.com/en/jobs/interactive-map-interface-2,COMMERGENT ,Startup,15.0,IT & Tech,2024-12-16
3889,Interactive Map Interface,https://www.freelanceyard.com/en/jobs/interactive-map-interface-3,COMMERGENT ,Startup,15.0,IT & Tech,2024-12-16
3890,Meditation Timer Interface,https://www.freelanceyard.com/en/jobs/meditation-timer-interface-2,zenvertising ,Startup,15.0,IT & Tech,2024-12-16
3891,Habit Tracker Interface,https://www.freelanceyard.com/en/jobs/habit-tracker-interface-2,zenvertising ,Startup,15.0,IT & Tech,2024-12-16
3892,To-Do List Interface,https://www.freelanceyard.com/en/jobs/to-do-list-interface-2,Born Digital ,Startup,15.0,IT & Tech,2024-12-16
3893,To-Do List Interface,https://www.freelanceyard.com/en/jobs/to-do-list-interface-3,Born Digital ,Startup,15.0,IT & Tech,2024-12-16
3894,Gift List Organizer,https://www.freelanceyard.com/en/jobs/gift-list-organizer-2,Solveita ,Startup,15.0,IT & Tech,2024-12-16
3895,User Registration Form,https://www.freelanceyard.com/en/jobs/user-registration-form-5,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3896,Weather Dashboard Interface,https://www.freelanceyard.com/en/jobs/weather-dashboard-interface-2,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3897,NavMaster Website,https://www.freelanceyard.com/en/jobs/navmaster-website-4,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3898,SecureLogin,https://www.freelanceyard.com/en/jobs/securelogin-3,Minio Studio ,Startup,15.0,IT & Tech,2024-12-16
3899,Recipe Manager Interface,https://www.freelanceyard.com/en/jobs/recipe-manager-interface-2,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-16
3900,Habit Tracker Interface,https://www.freelanceyard.com/en/jobs/habit-tracker-interface-2,COMMERGENT ,Startup,15.0,IT & Tech,2024-12-16
3901,HelpMe FAQ Section,https://www.freelanceyard.com/en/jobs/helpme-faq-section-3,High Contrast ,Startup,15.0,IT & Tech,2024-12-16
3902,EasyPlans Website,https://www.freelanceyard.com/en/jobs/easyplans-website-3,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3903,User Registration Form,https://www.freelanceyard.com/en/jobs/user-registration-form-2,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-16
3904,Virtual Business Card Interface,https://www.freelanceyard.com/en/jobs/virtual-business-card-interface-2,Intent 3D ,Startup,15.0,IT & Tech,2024-12-16
3905,Weekly Planner Interface,https://www.freelanceyard.com/en/jobs/weekly-planner-interface-2,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-16
3906,Pet Care Tracker Interface,https://www.freelanceyard.com/en/jobs/pet-care-tracker-interface-2,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3907,Local Events Finder Interface,https://www.freelanceyard.com/en/jobs/local-events-finder-interface-2,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3908,Local Events Finder Interface,https://www.freelanceyard.com/en/jobs/local-events-finder-interface-3,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3909,Local Events Finder Interface,https://www.freelanceyard.com/en/jobs/local-events-finder-interface-4,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-16
3910,LocaConnect Website,https://www.freelanceyard.com/en/jobs/locaconnect-website-3,Tuio ,Startup,15.0,IT & Tech,2024-12-15
3911,Recipe Page,https://www.freelanceyard.com/en/jobs/recipe-page-12,Tuio ,Startup,15.0,IT & Tech,2024-12-15
3912,TaskMaster Website,https://www.freelanceyard.com/en/jobs/taskmaster-website-10,Tuio ,Startup,15.0,IT & Tech,2024-12-15
3913,TeamWork Website,https://www.freelanceyard.com/en/jobs/teamwork-website-10,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-15
3914,NavMaster Website,https://www.freelanceyard.com/en/jobs/navmaster-website-3,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-16
3915,Travel Itinerary Interface,https://www.freelanceyard.com/en/jobs/travel-itinerary-interface-2,Tuio ,Startup,15.0,IT & Tech,2024-12-16
3916,Night Owl Website,https://www.freelanceyard.com/en/jobs/night-owl-website-9,High Contrast ,Startup,15.0,IT & Tech,2024-12-15
3917,ClientJoy,https://www.freelanceyard.com/en/jobs/clientjoy-9,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-15
3918,CookIt Website,https://www.freelanceyard.com/en/jobs/cookit-website-8,Minio Studio ,Startup,15.0,IT & Tech,2024-12-15
3919,TaskMaster Website,https://www.freelanceyard.com/en/jobs/taskmaster-website-8,Tuio ,Startup,15.0,IT & Tech,2024-12-15
3920,TaskMaster Website,https://www.freelanceyard.com/en/jobs/taskmaster-website-9,Tuio ,Startup,15.0,IT & Tech,2024-12-15
3921,MyDash Website,https://www.freelanceyard.com/en/jobs/mydash-website-10,Flowr Agency ,Startup,15.0,IT & Tech,2024-12-15
3922,MyDash Website,https://www.freelanceyard.com/en/jobs/mydash-website-11,Flowr Agency ,Startup,15.0,IT & Tech,2024-12-15
3923,GalleryLoop Website,https://www.freelanceyard.com/en/jobs/galleryloop-website-10,Intent 3D ,Startup,15.0,IT & Tech,2024-12-15
3924,TeamWork Website,https://www.freelanceyard.com/en/jobs/teamwork-website-11,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-15
3925,EventBuzz Website,https://www.freelanceyard.com/en/jobs/eventbuzz-website-7,Studio Metz ,Startup,15.0,IT & Tech,2024-12-15
3926,EventBuzz Website,https://www.freelanceyard.com/en/jobs/eventbuzz-website-8,Studio Metz ,Startup,15.0,IT & Tech,2024-12-15
3927,SnapGallery Website,https://www.freelanceyard.com/en/jobs/snapgallery-website-6,MONARK IT ,Startup,15.0,IT & Tech,2024-12-15
3928,SnapGallery Website,https://www.freelanceyard.com/en/jobs/snapgallery-website-7,MONARK IT ,Startup,15.0,IT & Tech,2024-12-15
3929,TimeTracker,https://www.freelanceyard.com/en/jobs/timetracker-8,Born Digital ,Startup,15.0,IT & Tech,2024-12-15
3930,TrackEase Website,https://www.freelanceyard.com/en/jobs/trackease-website-9,High Contrast ,Startup,15.0,IT & Tech,2024-12-15
3931,TimeMaster Website,https://www.freelanceyard.com/en/jobs/timemaster-website-8,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-15
3932,TimeMaster Website,https://www.freelanceyard.com/en/jobs/timemaster-website-9,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-15
3933,ClientJoy,https://www.freelanceyard.com/en/jobs/clientjoy-8,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-15
3934,GalleryLoop Website,https://www.freelanceyard.com/en/jobs/galleryloop-website-11,Intent 3D ,Startup,15.0,IT & Tech,2024-12-15
3935,SubscribeHub Form,https://www.freelanceyard.com/en/jobs/subscribehub-form-7,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-15
3936,Taskify Website,https://www.freelanceyard.com/en/jobs/taskify-website-7,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-15
3937,ShopCart Website,https://www.freelanceyard.com/en/jobs/shopcart-website-6,High Contrast ,Startup,15.0,IT & Tech,2024-12-15
3938,ShopCart Website,https://www.freelanceyard.com/en/jobs/shopcart-website-7,High Contrast ,Startup,15.0,IT & Tech,2024-12-15
3939,ShopCart Website,https://www.freelanceyard.com/en/jobs/shopcart-website-8,High Contrast ,Startup,15.0,IT & Tech,2024-12-15
3940,TrackEase Website,https://www.freelanceyard.com/en/jobs/mydash-website-8,Flowr Agency ,Startup,15.0,IT & Tech,2024-12-15
3941,MyDash Website,https://www.freelanceyard.com/en/jobs/mydash-website-9,Flowr Agency ,Startup,15.0,IT & Tech,2024-12-15
3942,FashionFind Website,https://www.freelanceyard.com/en/jobs/fashionfind-website-8,Solveita ,Startup,15.0,IT & Tech,2024-12-15
3943,GalleryLoop Website,https://www.freelanceyard.com/en/jobs/galleryloop-website-9,Intent 3D ,Startup,15.0,IT & Tech,2024-12-15
3944,CookIt Website,https://www.freelanceyard.com/en/jobs/cookit-website-7,Minio Studio ,Startup,15.0,IT & Tech,2024-12-15
3945,Recipe Page,https://www.freelanceyard.com/en/jobs/recipe-page-11,Tuio ,Startup,15.0,IT & Tech,2024-12-15
3946,TaskMaster Website,https://www.freelanceyard.com/en/jobs/taskmaster-website-7,Tuio ,Startup,15.0,IT & Tech,2024-12-15
3947,TeamWork Website,https://www.freelanceyard.com/en/jobs/teamwork-website-9,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-15
3948,EventBuzz Website,https://www.freelanceyard.com/en/jobs/eventbuzz-website-6,Studio Metz ,Startup,15.0,IT & Tech,2024-12-15
3949,SnapGallery Website,https://www.freelanceyard.com/en/jobs/snapgallery-website-5,MONARK IT ,Startup,15.0,IT & Tech,2024-12-15
3950,MyDash Website,https://www.freelanceyard.com/en/jobs/mydash-website-8,Flowr Agency ,Startup,15.0,IT & Tech,2024-12-15
3951,ClientJoy,https://www.freelanceyard.com/en/jobs/clientjoy-7,EchoGlobal ,Startup,15.0,IT & Tech,2024-12-15
3952,CookIt Website,https://www.freelanceyard.com/en/jobs/cookit-website-6,Minio Studio ,Startup,15.0,IT & Tech,2024-12-15
3953,Recipe Page,https://www.freelanceyard.com/en/jobs/recipe-page-8,Tuio ,Startup,15.0,IT & Tech,2024-12-15
3954,Future You Website,https://www.freelanceyard.com/en/jobs/future-you-website-6,Intent 3D ,Startup,15.0,IT & Tech,2024-12-15
3955,SubscribeHub Form,https://www.freelanceyard.com/en/jobs/subscribehub-form-6,The Public Advisors ,Corporate,15.0,IT & Tech,2024-12-15
3956,Taskify Website,https://www.freelanceyard.com/en/jobs/taskify-website-6,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-15
3957,TrackEase Website,https://www.freelanceyard.com/en/jobs/trackease-website-8,High Contrast ,Startup,15.0,IT & Tech,2024-12-15
3958,Night Owl Website,https://www.freelanceyard.com/en/jobs/night-owl-website-8,High Contrast ,Startup,15.0,IT & Tech,2024-12-15
3959,TimeMaster Website,https://www.freelanceyard.com/en/jobs/timemaster-website-7,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-15
3960,ClientJoy,https://www.freelanceyard.com/en/jobs/snapgallery-website-4,MONARK IT ,Startup,15.0,IT & Tech,2024-12-15
3961,TimeTracker,https://www.freelanceyard.com/en/jobs/timetracker-5,Born Digital ,Startup,15.0,IT & Tech,2024-12-15
3962,TimeTracker,https://www.freelanceyard.com/en/jobs/timetracker-6,Born Digital ,Startup,15.0,IT & Tech,2024-12-15
3963,TimeTracker,https://www.freelanceyard.com/en/jobs/timetracker-7,Born Digital ,Startup,15.0,IT & Tech,2024-12-15
3964,TaskMaster Website,https://www.freelanceyard.com/en/jobs/taskmaster-website-6,Tuio ,Startup,15.0,IT & Tech,2024-12-15
3965,Recipe Page,https://www.freelanceyard.com/en/jobs/recipe-page-9,Tuio ,Startup,15.0,IT & Tech,2024-12-15
3966,Recipe Page,https://www.freelanceyard.com/en/jobs/recipe-page-10,Tuio ,Startup,15.0,IT & Tech,2024-12-15
3967,TeamWork Website,https://www.freelanceyard.com/en/jobs/teamwork-website-8,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-15
3968,EventBuzz Website,https://www.freelanceyard.com/en/jobs/eventbuzz-website-5,Studio Metz ,Startup,15.0,IT & Tech,2024-12-15
3969,SnapGallery Website,https://www.freelanceyard.com/en/jobs/snapgallery-website-3,MONARK IT ,Startup,15.0,IT & Tech,2024-12-15
3970,SnapGallery Website,https://www.freelanceyard.com/en/jobs/shopcart-website-5,High Contrast ,Startup,15.0,IT & Tech,2024-12-15
3971,TrackEase Website,https://www.freelanceyard.com/en/jobs/trackease-website-7,High Contrast ,Startup,15.0,IT & Tech,2024-12-15
3972,Night Owl Website,https://www.freelanceyard.com/en/jobs/night-owl-website-7,High Contrast ,Startup,15.0,IT & Tech,2024-12-15
3973,TimeMaster Website,https://www.freelanceyard.com/en/jobs/timemaster-website-4,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-15
3974,FashionFind Website,https://www.freelanceyard.com/en/jobs/fashionfind-website-7,Solveita ,Startup,15.0,IT & Tech,2024-12-15
3975,GalleryLoop Website,https://www.freelanceyard.com/en/jobs/galleryloop-website-6,Intent 3D ,Startup,15.0,IT & Tech,2024-12-15
3976,GalleryLoop Website,https://www.freelanceyard.com/en/jobs/galleryloop-website-7,Intent 3D ,Startup,15.0,IT & Tech,2024-12-15
3977,GalleryLoop Website,https://www.freelanceyard.com/en/jobs/galleryloop-website-8,Intent 3D ,Startup,15.0,IT & Tech,2024-12-15
3978,Taskify Website,https://www.freelanceyard.com/en/jobs/taskify-website-5,Codezilla SRL ,Corporate,15.0,IT & Tech,2024-12-15
3979,Night Owl Website,https://www.freelanceyard.com/en/jobs/night-owl-website-6,High Contrast ,Startup,15.0,IT & Tech,2024-12-15
3980,ShopCart Website,https://www.freelanceyard.com/en/jobs/taskmaster-website-5,Tuio ,Startup,15.0,IT & Tech,2024-12-15
3981,TeamWork Website,https://www.freelanceyard.com/en/jobs/teamwork-website-5,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-15
3982,TeamWork Website,https://www.freelanceyard.com/en/jobs/teamwork-website-6,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-15
3983,TeamWork Website,https://www.freelanceyard.com/en/jobs/teamwork-website-7,Brain 4 Strategy ,Startup,15.0,IT & Tech,2024-12-15
3984,TimeMaster Website,https://www.freelanceyard.com/en/jobs/timemaster-website-5,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-15
3985,TimeMaster Website,https://www.freelanceyard.com/en/jobs/timemaster-website-6,Marketing Deck ,Startup,15.0,IT & Tech,2024-12-15
